epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3771.82,0.73584,0.44825,1.13339,0.89485,0.85104,0.91051,0.58741,1.43359,0.82021,2.1069,0.0001685,0.0001685,0.0001685
187,3793.57,0.71915,0.43333,1.13388,0.92121,0.82857,0.90697,0.58843,1.43027,0.82265,2.10575,0.0001586,0.0001586,0.0001586
188,3815.27,0.71336,0.43506,1.12744,0.90712,0.83571,0.90264,0.57937,1.40599,0.82022,2.10792,0.0001487,0.0001487,0.0001487
189,3837.07,0.71521,0.4428,1.12816,0.9413,0.80182,0.89974,0.57609,1.41082,0.85682,2.11199,0.0001388,0.0001388,0.0001388
190,3858.88,0.72129,0.41884,1.13357,0.90751,0.84107,0.89507,0.57221,1.40747,0.84692,2.09369,0.0001289,0.0001289,0.0001289
191,3883.86,0.60847,0.35913,1.14866,0.89879,0.85,0.88547,0.55558,1.45091,0.85692,2.1323,0.000119,0.000119,0.000119
192,3905.61,0.61139,0.34831,1.14928,0.91447,0.84009,0.8947,0.55533,1.43817,0.84418,2.12936,0.0001091,0.0001091,0.0001091
193,3927.36,0.60872,0.33564,1.14921,0.93622,0.83877,0.89619,0.55948,1.41707,0.8302,2.09884,9.92e-05,9.92e-05,9.92e-05
194,3949,0.59949,0.33594,1.15579,0.93242,0.85,0.89304,0.56008,1.42707,0.82533,2.09945,8.93e-05,8.93e-05,8.93e-05
195,3970.72,0.59616,0.32574,1.14853,0.92864,0.85,0.89141,0.5567,1.41845,0.82817,2.09432,7.94e-05,7.94e-05,7.94e-05
196,3992.43,0.59774,0.32422,1.14685,0.93514,0.82143,0.88922,0.55824,1.43337,0.84206,2.10878,6.95e-05,6.95e-05,6.95e-05
197,4014.22,0.59128,0.32296,1.11543,0.93949,0.81429,0.88665,0.55821,1.43481,0.83859,2.10613,5.96e-05,5.96e-05,5.96e-05
198,4035.97,0.5697,0.3202,1.13466,0.93644,0.82143,0.88759,0.55772,1.42243,0.84959,2.09621,4.97e-05,4.97e-05,4.97e-05
199,4057.72,0.56918,0.31994,1.12861,0.92105,0.84286,0.89007,0.56051,1.41953,0.8678,2.10076,3.98e-05,3.98e-05,3.98e-05
200,4079.44,0.57176,0.31393,1.13474,0.91482,0.85,0.8878,0.55696,1.4062,0.87302,2.09172,2.99e-05,2.99e-05,2.99e-05
